center_x,center_y,Thumb_status,Index_status,Middle_status,Ring_status,Pinky_status,DistanceThumbIndex,DistanceThumbMiddle,DistanceThumbRing,DistanceThumbPinky,DistanceIndexMiddle,DistanceIndexRing,DistanceIndexPinky,DistanceMiddleRing,DistanceMiddlePinky,DistanceRingPinky,Gesture_type
324,324,0,1,0,0,0,61,49.0917508345343,60.2992537267253,67.8969807870718,75.9275970909129,89.9388681271896,98.351410767716,14.2126704035519,22.8035085019828,8.60232526704263,volume
337,329,0,0,0,0,0,45.0444225182208,51.0392006206994,59.304300012731,65.3069674690228,68.2495421230062,79.5110055275369,87.8635305459552,11.3137084989848,19.8494332412792,8.60232526704263,volume
345,332,0,0,0,0,0,32.2490309931942,48.0416485978573,56.5685424949238,63.0634601017103,60.0333240792145,72.1110255092798,80.802227692063,12.8062484748657,22.2036033111745,9.4339811320566,volume
356,335,0,0,0,0,0,25.4950975679639,49.0407993409569,56.8858506133116,62.0966987850401,60.3738353924943,70.327803890069,76.8505042273634,10.6301458127347,17.8044938147649,7.21110255092798,volume
365,336,0,0,0,0,0,17.8885438199983,48.0416485978573,55.9016994374947,61.1310068623117,58.821764679411,68.154236845555,74.2495791233863,10.6301458127347,17.8044938147649,7.21110255092798,volume
378,335,0,0,0,0,0,17.2046505340853,46.0108682813094,56.5685424949238,59.6657355607052,57.4891294072192,69.5701085237044,73.5391052434009,13.4536240470737,19.2093727122986,6.32455532033676,volume
386,338,0,0,0,0,0,11.4017542509914,45,53.7587202228625,57.2800139664787,54.4518135602479,64.0312423743285,68.0073525436772,12.0415945787923,18.8679622641132,7.28010988928052,volume
392,337,0,0,0,0,0,15.556349186104,43.1045241245046,51.3517283058711,55.3172667437573,54.5893762558247,64.2884126417817,68.9492567037528,12.0415945787923,18.6010752377383,6.70820393249937,volume
396,336,0,0,0,0,0,22.4722050542442,44.1021541423999,51.478150704935,55.0817574156816,58.2408791142441,68.154236845555,73.3552997403732,12.2065556157337,20.1246117974981,8.24621125123532,volume
399,333,0,0,0,0,0,30.6757233003559,45.3982378512647,52.0384473250308,54.9181208709839,59.6154342431555,69.3181073024935,74.9466476902069,10.6301458127347,18.3575597506858,8.24621125123532,volume
406,328,0,0,0,0,0,48.0832611206852,45.1220566907139,52.0864665724217,55.3263047744922,68.2641926635041,78.7718223732319,86.4002314811714,10.6301458127347,19.4164878389476,9.48683298050514,volume
414,330,0,0,0,0,0,65.7343137181792,44.5982062419555,55.7314991723711,56.0089278597618,75.1664818918645,89.0224690738243,94.9210198006743,14.3178210632764,19.7989898732233,8.06225774829855,volume
417,322,0,1,0,0,0,84.5931439302264,41.2310562561766,51.9711458407451,56.0802995712398,83.2346081867393,95.9009906101079,104.484448603608,14.3178210632764,22.2036033111745,8.60232526704263,volume
419,317,0,1,0,0,0,91.087869664407,45.1774279923061,50.6951674225463,55.2268050859363,82.6801064343776,94.3027040969664,104.292856898256,12.0415945787923,21.9317121994613,10,volume
423,317,0,1,0,0,0,87.2066511224918,44.7213595499958,50.6951674225463,55.2268050859363,81.2711510931155,92.200867674876,102.200782775867,11.4017542509914,21.2132034355964,10,volume
425,330,0,0,0,0,0,48.7647413609464,46.690470119715,57.0087712549569,59.4138031100518,70.7248188403477,83.7615663654877,90,13.0384048104053,19.8494332412792,8.24621125123532,volume
431,334,0,0,0,0,0,29.5465734053883,48.2597140480546,56.0357029044876,58.6941223633168,63.9061812346818,73.9256383131049,78.7146746166177,10.6301458127347,17.2046505340853,7.28010988928052,volume
436,331,0,0,0,0,0,21.9544984001002,45.0998891351187,53.2353266168247,58.2494635168428,58.2408791142441,68.3520299625402,74.7328575661335,11.3137084989848,19.2093727122986,8.06225774829855,volume
445,327,0,0,0,0,0,17.6918060129541,46,52.4690384893796,55.5427763079953,59.4390444068543,67.0522184569608,70.9365914038728,9.21954445729289,15.2643375224738,6.32455532033676,volume
448,328,0,0,0,0,0,13.4536240470737,45.0444225182208,53.9351462406472,56.0446250768082,55.3172667437573,65.1459898996093,67.7790528113222,11.3137084989848,15.8113883008419,5.09901951359278,volume
452,327,0,0,0,0,0,23.7065391822594,43.1856457633784,51.1566222497147,54.744862772684,56.6127194188726,66.8505796534331,71.5891053163818,11.3137084989848,17.0293863659264,5.8309518948453,volume
455,325,0,0,0,0,0,44.9221548904324,43.0464865000618,52.0864665724217,50.4876222454574,69.4046107978425,79.6303962064738,80.4300938703916,10.295630140987,11.4017542509914,4.47213595499958,volume
453,319,0,1,0,0,0,67.2681202353686,41.194659848092,50.0099990002,53.3385414123784,78.6002544525143,88.090862182181,93.8616002420585,10.295630140987,15.6204993518133,5.8309518948453,volume
451,315,0,1,0,0,0,74.0607858451421,38.4707681233427,47,50.4876222454574,79.4040301244213,89.3084542470644,96.7987603226405,10.816653826392,17.6918060129541,7.61577310586391,volume
449,313,0,1,0,0,0,80.0249960949702,36.6742416417845,45.0444225182208,46.1735855224608,82.2982381342395,91.0659101969557,96.7470929795826,10.295630140987,14.8660687473185,6.08276253029822,volume
447,312,0,1,0,0,0,80.0249960949702,37.3363094051889,47.0106370941726,46.1735855224608,82.7647267862343,90.9175450614456,94.8261567290376,10.770329614269,12.7279220613579,5.09901951359278,volume
440,320,0,1,0,0,0,59.6824932455071,43.5660418215839,50.0399840127872,51.478150704935,73.5391052434009,82.0365772079747,89.196412483911,8.60232526704263,16.1245154965971,9.05538513813742,volume
423,322,0,0,0,0,0,34.7131099154196,50.2493781056045,59.2114853723499,64.3272881443016,63.9531078212779,76.6615940350838,84.3148859929254,13.4536240470737,22.2036033111745,8.94427190999916,volume
391,315,0,0,0,0,0,18.9736659610103,47.0106370941726,54.9181208709839,59.9082632030006,55.659680200303,66.2117814289874,72.0069441095788,13.0384048104053,19.4164878389476,6.40312423743285,volume
375,313,0,0,0,0,0,17.464249196573,51.0098029794274,58.6941223633168,65.5133574166368,57.2800139664787,67.2309452558864,74.7328575661335,12.2065556157337,19.8494332412792,7.81024967590665,volume
355,318,0,0,0,0,0,11.180339887499,53.2353266168247,63.3482438588474,70.3420215802759,53.4509120595711,64.621977685614,72.0902212508742,12.0415945787923,19.8494332412792,7.81024967590665,volume
336,315,0,0,0,0,0,10,50.1597448159378,59.2283715798434,67.446274915669,51.9230199429887,62.0322496770833,70.774289116882,11.3137084989848,20.5182845286832,9.21954445729289,volume
319,313,0,0,0,0,0,14.0356688476182,49.1629942131274,60.2079728939615,70.0927956355002,53.1413210223457,65.3911308970873,75.6439025963098,12.8062484748657,23.0217288664427,10.295630140987,volume
310,299,0,1,0,0,0,65.5133574166368,53.2353266168247,61.2045749923974,72.9931503635786,70.7248188403477,83.4865258589672,95.603347221737,12.8062484748657,25.4950975679639,13.0384048104053,volume
311,289,0,1,0,0,0,80.6535802057169,52.0864665724217,62.2896460095898,72.691127381545,79.1201617794099,91.2852671574116,99.3629709700752,13.4536240470737,23.8537208837531,10.770329614269,volume
307,285,0,1,0,0,0,92.655275079188,55.0817574156816,66.3701740241805,77.0584193972339,76.8439978137525,89.0505474435727,97.6165969494942,15.2643375224738,26.8328157299975,11.7046999107196,volume
302,280,0,1,0,0,0,101.242283656583,57.8705451849212,69.2314957226839,79.4040301244213,79.5550124127952,88.3911760301898,97.4935895328508,13.9283882771841,26,12.0830459735946,volume
286,283,0,1,0,0,0,102.693719379522,59.7745765355138,72.0069441095788,83.3846508657319,79.0759128938769,88.9550448260244,97.4935895328508,15.2315462117278,27.8567765543682,12.6491106406735,volume
269,285,0,1,0,0,0,87.4642784226795,60.0166643524946,72.3394774656273,85.0529246998597,74.6726188103779,83.6480723029527,93.7443331620637,13.6014705087354,27.2029410174709,13.6014705087354,volume
257,290,0,1,0,0,0,68.3081254317523,54.1479454827235,68.0073525436772,80.0999375780032,69.3541635375988,81.0246875958186,90.785461391128,14.8660687473185,27.2029410174709,12.369316876853,volume
253,294,0,0,0,0,0,44.6430285710994,52.0096144957834,63.5059052372297,74.6726188103779,59.464274989274,72.1248916810279,81.5659242576212,13.0384048104053,23.7697286480094,11.180339887499,volume
246,290,0,0,0,0,0,23.7697286480094,48.8364617882991,61.1882341631134,73.348483283569,52.8015151297763,64.3506021727847,75.6637297521078,12.369316876853,24.5153013442625,12.1655250605964,volume
237,270,0,0,0,0,0,18.4390889145858,52.2015325445528,64.8459713474939,74.2159012611179,56.6127194188726,68.7968022512675,76.9415362466854,12.6491106406735,22.2036033111745,10.0498756211209,volume
228,251,0,0,0,0,0,14.142135623731,51.2640224719052,64.2572953056694,73.0821455623739,56.0357029044876,68.7968022512675,76.4787552199956,13,22.2036033111745,10.1980390271856,volume
233,238,0,0,0,0,0,8.24621125123532,51.478150704935,64.0780773744032,72.7323861838727,53.5350352572967,65.8634952003005,73.824115301167,12.6491106406735,22.0907220343745,10.1980390271856,volume
240,232,0,0,0,0,0,16.1245154965971,50.9215082258961,63.2455532033676,73.4982993000518,56.6127194188726,68.2641926635041,77.3692445355388,12.369316876853,23.0867927612304,11.0453610171873,volume
242,223,0,1,0,0,0,36.8781778291716,54.3415126767741,67.6830850360709,78.2623792124926,65.7951365983839,77.2334124585985,85.2115015710907,13.3416640641263,24.0831891575846,11.0453610171873,volume
244,210,0,1,0,0,0,59.9082632030006,55.7314991723711,68.7313611097583,79.4040301244213,78.0320446995976,86.2148479091624,91.9347594764897,13.0384048104053,24.0208242989286,11.180339887499,volume
246,201,0,1,0,0,0,77.884529914483,58.0086200490927,71.0281634283191,81.0061726043145,84.5281018360167,91.8095855561934,96.8297474952816,13.0384048104053,23,10.0498756211209,volume
249,192,0,1,0,0,0,98.0815986819139,57.5586657246326,72.3394774656273,83.4865258589672,90.7579197646134,97.4935895328508,101.242283656583,15.0332963783729,26.0192236625154,11.180339887499,volume
251,189,0,1,0,0,0,107.004672795164,59.9082632030006,74.7328575661335,86.8849814409832,92.655275079188,97.4935895328508,101.788997440784,15.0332963783729,27.1661554144123,12.1655250605964,volume
253,188,0,1,0,0,0,108.93117092917,63.8905313798532,79.5550124127952,91.4439719172346,91.7605579756357,97.6165969494942,103.227903204512,16.0312195418814,28.0713376952364,12.0415945787923,volume
241,190,0,1,0,0,0,74.9666592559653,55.2268050859363,69.065186599328,79.1012010022604,81.3019064967114,91.0494371207203,96.8968523740581,14.142135623731,24.0208242989286,10.0498756211209,volume
236,174,0,1,0,0,0,55.9016994374947,56.0802995712398,71.175838597097,82.0975030070952,74.027022093287,85.5628424025289,93.0859817588019,15.1327459504216,26.0192236625154,11.0453610171873,volume
245,151,0,1,0,0,0,51.6236379965612,56.3205113613149,71.449282711585,81.0987052917616,74.5184540902453,86.3133825081603,91.4002188181188,15.1327459504216,25.0798724079689,10.770329614269,volume
257,134,0,1,0,0,0,46.2709412050371,59.304300012731,74.5452882481515,82.2192191643779,74.9666592559653,88.2383136738231,92.9139386744529,15.2970585407784,23,8.54400374531753,volume
267,125,0,1,0,0,0,38.0525951808809,57.3149195236284,72.5603197346869,81.2219182240853,70.4343666117613,84.3148859929254,90.4267659490264,15.2970585407784,24,9.48683298050514,volume
265,118,0,1,0,0,0,21.2132034355964,53.7587202228625,67.446274915669,75.953933407033,66.0302960768767,78.390050389064,84.6935652809586,14.0356688476182,24.5153013442625,11.6619037896906,volume
264,114,0,0,0,0,0,11.0453610171873,55.7135531087365,69.5701085237044,76.6876782801514,61.400325732035,74.6860093993514,80.6535802057169,14.142135623731,23.3452350598575,10.816653826392,volume
265,112,0,0,0,0,0,12.0415945787923,55.0272659687904,68.9637585982667,76.2954782408499,60.9015599143405,74.2495791233863,80.3243425120928,14.142135623731,23.3452350598575,10.816653826392,volume
265,108,0,1,0,0,0,22,58.821764679411,71.0633520177595,78.7718223732319,68.818602136341,79.2590688817374,84.6935652809586,13.0384048104053,23.0867927612304,10.816653826392,volume
274,103,0,1,0,0,0,38,60.0166643524946,72.691127381545,82.0548596976438,76.694197955256,86.5332306111358,91.6787870774914,13.0384048104053,24.3515913237718,12.2065556157337,volume
275,103,0,1,0,0,0,42.0475920832573,60.4069532421558,73.5527021937332,79.0569415042095,75.9275970909129,87.4185335040574,89.1852005660132,13.1529464379659,19.4164878389476,8.48528137423857,volume
273,97,0,1,0,0,0,62.6498204307083,64.007812023221,76.0263112349929,83.1504660239496,83.6301381082203,92.655275079188,93.407708461347,12.0415945787923,19.9248588451713,9.89949493661166,volume
275,92,0,1,0,0,0,77.9294552784761,64.1950153828161,77.1621668954417,83.4865258589672,88.8144132446981,97,98.3107318658548,13,19.4164878389476,7.21110255092798,volume
273,91,0,1,0,0,0,84.5931439302264,61.9838688692469,73.6817480791546,78.9176786277954,89.0505474435727,97.1853898484747,99.0353472251196,12.0415945787923,17.0293863659264,5.3851648071345,volume
272,87,0,1,0,0,0,85.4751425854324,61.3921819126833,70.8590149522275,75.953933407033,88.2326470191165,95.9009906101079,98.4123975929862,10.1980390271856,15.0332963783729,5.09901951359278,volume
272,82,0,1,0,0,0,100.129915609672,62.0966987850401,71.5891053163818,75.7099729229908,94.4139820153774,100.404183179786,101.833196944808,10.0498756211209,14,4.12310562561766,volume
267,89,0,1,0,0,0,80.156097709407,60.6712452484701,70.3491293478462,73.4370478709486,89.8109124772708,97.7445650662992,99.0353472251196,10.1980390271856,13.0384048104053,3.16227766016838,volume
